address,district,longitude,latitude,year,month,year2month,accident_count,injury_count,carNumberPer,motorcycleNumberPer,TemperatureAverage,RainDay
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2022,11,2022-11,2,7.0,276,447,23.6,5
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2022,12,2022-12,2,4.0,275,447,16.6,18
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,01,2023-01,2,3.0,275,445,17.0,10
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,02,2023-02,0,0.0,275,444,17.5,7
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,03,2023-03,1,2.0,275,443,20.0,7
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,04,2023-04,0,0.0,275,443,22.6,9
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,05,2023-05,2,4.0,276,441,25.8,13
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,06,2023-06,0,0.0,276,441,28.8,13
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,07,2023-07,1,2.0,277,440,30.4,13
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,08,2023-08,2,3.0,275,440,29.7,16
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,09,2023-09,1,3.0,277,440,29.0,12
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,10,2023-10,1,1.0,277,439,25.3,10
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,11,2023-11,1,2.0,278,439,22.4,8
民權西路與蘭州街口 ,大同區,121.514742,25.062957,2023,12,2023-12,1,1.0,277,438,18.8,8
大直街與北安路口,中山區,121.549383,25.084289,2022,06,2022-06,0,0.0,531,393,28.1,15
大直街與北安路口,中山區,121.549383,25.084289,2022,07,2022-07,0,0.0,532,393,30.8,10
大直街與北安路口,中山區,121.549383,25.084289,2022,08,2022-08,0,0.0,532,393,30.6,10
大直街與北安路口,中山區,121.549383,25.084289,2022,09,2022-09,0,0.0,533,393,27.3,15
大直街與北安路口,中山區,121.549383,25.084289,2022,10,2022-10,0,0.0,531,391,24.2,20
大直街與北安路口,中山區,121.549383,25.084289,2022,11,2022-11,0,0.0,530,390,23.6,5
大直街與北安路口,中山區,121.549383,25.084289,2022,12,2022-12,1,2.0,529,388,16.6,18
大直街與北安路口,中山區,121.549383,25.084289,2023,01,2023-01,0,0.0,527,386,17.0,10
大直街與北安路口,中山區,121.549383,25.084289,2023,02,2023-02,0,0.0,527,385,17.5,7
大直街與北安路口,中山區,121.549383,25.084289,2023,03,2023-03,0,0.0,525,383,20.0,7
大直街與北安路口,中山區,121.549383,25.084289,2023,04,2023-04,0,0.0,526,383,22.6,9
大直街與北安路口,中山區,121.549383,25.084289,2023,05,2023-05,0,0.0,526,382,25.8,13
大直街與北安路口,中山區,121.549383,25.084289,2023,06,2023-06,0,0.0,528,381,28.8,13
大直街與北安路口,中山區,121.549383,25.084289,2023,07,2023-07,1,1.0,530,380,30.4,13
大直街與北安路口,中山區,121.549383,25.084289,2023,08,2023-08,0,0.0,523,380,29.7,16
大直街與北安路口,中山區,121.549383,25.084289,2023,09,2023-09,0,0.0,530,380,29.0,12
大直街與北安路口,中山區,121.549383,25.084289,2023,10,2023-10,0,0.0,550,379,25.3,10
大直街與北安路口,中山區,121.549383,25.084289,2023,11,2023-11,0,0.0,566,378,22.4,8
大直街與北安路口,中山區,121.549383,25.084289,2023,12,2023-12,0,0.0,569,377,18.8,8
民權東路與建國北路口,中山區,121.537221,25.062467,2022,06,2022-06,0,0.0,531,393,28.1,15
民權東路與建國北路口,中山區,121.537221,25.062467,2022,07,2022-07,0,0.0,532,393,30.8,10
民權東路與建國北路口,中山區,121.537221,25.062467,2022,08,2022-08,1,1.0,532,393,30.6,10
民權東路與建國北路口,中山區,121.537221,25.062467,2022,09,2022-09,0,0.0,533,393,27.3,15
民權東路與建國北路口,中山區,121.537221,25.062467,2022,10,2022-10,1,1.0,531,391,24.2,20
民權東路與建國北路口,中山區,121.537221,25.062467,2022,11,2022-11,0,0.0,530,390,23.6,5
民權東路與建國北路口,中山區,121.537221,25.062467,2022,12,2022-12,1,1.0,529,388,16.6,18
民權東路與建國北路口,中山區,121.537221,25.062467,2023,01,2023-01,0,0.0,527,386,17.0,10
民權東路與建國北路口,中山區,121.537221,25.062467,2023,02,2023-02,0,0.0,527,385,17.5,7
民權東路與建國北路口,中山區,121.537221,25.062467,2023,03,2023-03,0,0.0,525,383,20.0,7
民權東路與建國北路口,中山區,121.537221,25.062467,2023,04,2023-04,0,0.0,526,383,22.6,9
民權東路與建國北路口,中山區,121.537221,25.062467,2023,05,2023-05,0,0.0,526,382,25.8,13
民權東路與建國北路口,中山區,121.537221,25.062467,2023,06,2023-06,0,0.0,528,381,28.8,13
民權東路與建國北路口,中山區,121.537221,25.062467,2023,07,2023-07,0,0.0,530,380,30.4,13
民權東路與建國北路口,中山區,121.537221,25.062467,2023,08,2023-08,0,0.0,523,380,29.7,16
民權東路與建國北路口,中山區,121.537221,25.062467,2023,09,2023-09,1,2.0,530,380,29.0,12
民權東路與建國北路口,中山區,121.537221,25.062467,2023,10,2023-10,1,1.0,550,379,25.3,10
民權東路與建國北路口,中山區,121.537221,25.062467,2023,11,2023-11,1,1.0,566,378,22.4,8
民權東路與建國北路口,中山區,121.537221,25.062467,2023,12,2023-12,0,0.0,569,377,18.8,8
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2022,06,2022-06,0,0.0,884,770,28.1,15
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2022,07,2022-07,1,2.0,886,769,30.8,10
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2022,08,2022-08,0,0.0,887,768,30.6,10
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2022,09,2022-09,0,0.0,888,768,27.3,15
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2022,10,2022-10,0,0.0,885,765,24.2,20
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2022,11,2022-11,0,0.0,883,763,23.6,5
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2022,12,2022-12,0,0.0,880,759,16.6,18
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,01,2023-01,0,0.0,877,755,17.0,10
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,02,2023-02,0,0.0,876,753,17.5,7
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,03,2023-03,0,0.0,873,750,20.0,7
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,04,2023-04,0,0.0,874,749,22.6,9
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,05,2023-05,0,0.0,873,746,25.8,13
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,06,2023-06,0,0.0,876,749,28.8,13
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,07,2023-07,0,0.0,878,747,30.4,13
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,08,2023-08,0,0.0,868,745,29.7,16
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,09,2023-09,0,0.0,877,744,29.0,12
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,10,2023-10,0,0.0,896,742,25.3,10
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,11,2023-11,0,0.0,911,740,22.4,8
市民大道與中山北路口,中山區、中正區,121.520705,25.048303,2023,12,2023-12,0,0.0,914,737,18.8,8
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2022,06,2022-06,0,0.0,928,647,28.1,15
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2022,07,2022-07,2,2.0,932,649,30.8,10
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2022,08,2022-08,0,0.0,932,649,30.6,10
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2022,09,2022-09,0,0.0,935,649,27.3,15
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2022,10,2022-10,0,0.0,932,647,24.2,20
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2022,11,2022-11,0,0.0,929,644,23.6,5
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2022,12,2022-12,0,0.0,925,640,16.6,18
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,01,2023-01,0,0.0,922,637,17.0,10
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,02,2023-02,0,0.0,921,635,17.5,7
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,03,2023-03,1,2.0,919,632,20.0,7
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,04,2023-04,0,0.0,920,631,22.6,9
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,05,2023-05,0,0.0,920,630,25.8,13
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,06,2023-06,1,1.0,923,628,28.8,13
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,07,2023-07,0,0.0,925,627,30.4,13
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,08,2023-08,0,0.0,923,627,29.7,16
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,09,2023-09,0,0.0,926,627,29.0,12
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,10,2023-10,2,4.0,946,625,25.3,10
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,11,2023-11,0,0.0,963,624,22.4,8
市民大道與建國南路口,中山區、大安區,121.536396,25.044857,2023,12,2023-12,1,1.0,965,622,18.8,8
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2022,06,2022-06,1,2.0,884,770,28.1,15
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2022,07,2022-07,0,0.0,886,769,30.8,10
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2022,08,2022-08,2,5.0,887,768,30.6,10
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2022,09,2022-09,1,1.0,888,768,27.3,15
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2022,10,2022-10,0,0.0,885,765,24.2,20
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2022,11,2022-11,1,1.0,883,763,23.6,5
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2022,12,2022-12,0,0.0,880,759,16.6,18
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,01,2023-01,2,3.0,877,755,17.0,10
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,02,2023-02,1,3.0,876,753,17.5,7
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,03,2023-03,0,0.0,873,750,20.0,7
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,04,2023-04,3,7.0,874,749,22.6,9
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,05,2023-05,3,6.0,873,746,25.8,13
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,06,2023-06,0,0.0,876,749,28.8,13
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,07,2023-07,5,9.0,878,747,30.4,13
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,08,2023-08,1,1.0,868,745,29.7,16
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,09,2023-09,0,0.0,877,744,29.0,12
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,10,2023-10,3,5.0,896,742,25.3,10
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,11,2023-11,1,2.0,911,740,22.4,8
市民大道與林森北路口 ,中山區、中正區,121.524208,25.047772,2023,12,2023-12,1,1.0,914,737,18.8,8
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2022,06,2022-06,0,0.0,703,626,28.1,15
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2022,07,2022-07,0,0.0,705,628,30.8,10
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2022,08,2022-08,0,0.0,706,628,30.6,10
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2022,09,2022-09,0,0.0,707,628,27.3,15
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2022,10,2022-10,0,0.0,705,628,24.2,20
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2022,11,2022-11,0,0.0,702,625,23.6,5
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2022,12,2022-12,0,0.0,698,621,16.6,18
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,01,2023-01,0,0.0,695,619,17.0,10
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,02,2023-02,0,0.0,694,617,17.5,7
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,03,2023-03,0,0.0,693,616,20.0,7
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,04,2023-04,0,0.0,692,614,22.6,9
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,05,2023-05,0,0.0,691,613,25.8,13
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,06,2023-06,0,0.0,692,611,28.8,13
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,07,2023-07,0,0.0,691,611,30.4,13
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,08,2023-08,0,0.0,697,611,29.7,16
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,09,2023-09,0,0.0,692,611,29.0,12
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,10,2023-10,0,0.0,692,609,25.3,10
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,11,2023-11,0,0.0,693,608,22.4,8
和平東路與基隆路口,大安區、信義區,121.552499,25.024582,2023,12,2023-12,0,0.0,692,606,18.8,8
信義路與建國南路口,大安區,121.537984,25.033613,2022,06,2022-06,0,0.0,397,254,28.1,15
信義路與建國南路口,大安區,121.537984,25.033613,2022,07,2022-07,1,1.0,400,256,30.8,10
信義路與建國南路口,大安區,121.537984,25.033613,2022,08,2022-08,0,0.0,400,256,30.6,10
信義路與建國南路口,大安區,121.537984,25.033613,2022,09,2022-09,0,0.0,402,256,27.3,15
信義路與建國南路口,大安區,121.537984,25.033613,2022,10,2022-10,0,0.0,401,256,24.2,20
信義路與建國南路口,大安區,121.537984,25.033613,2022,11,2022-11,0,0.0,399,254,23.6,5
信義路與建國南路口,大安區,121.537984,25.033613,2022,12,2022-12,1,1.0,396,252,16.6,18
信義路與建國南路口,大安區,121.537984,25.033613,2023,01,2023-01,0,0.0,395,251,17.0,10
信義路與建國南路口,大安區,121.537984,25.033613,2023,02,2023-02,0,0.0,394,250,17.5,7
信義路與建國南路口,大安區,121.537984,25.033613,2023,03,2023-03,0,0.0,394,249,20.0,7
信義路與建國南路口,大安區,121.537984,25.033613,2023,04,2023-04,1,1.0,394,248,22.6,9
信義路與建國南路口,大安區,121.537984,25.033613,2023,05,2023-05,1,3.0,394,248,25.8,13
信義路與建國南路口,大安區,121.537984,25.033613,2023,06,2023-06,0,0.0,395,247,28.8,13
信義路與建國南路口,大安區,121.537984,25.033613,2023,07,2023-07,1,1.0,395,247,30.4,13
信義路與建國南路口,大安區,121.537984,25.033613,2023,08,2023-08,0,0.0,400,247,29.7,16
信義路與建國南路口,大安區,121.537984,25.033613,2023,09,2023-09,0,0.0,396,247,29.0,12
信義路與建國南路口,大安區,121.537984,25.033613,2023,10,2023-10,0,0.0,396,246,25.3,10
信義路與建國南路口,大安區,121.537984,25.033613,2023,11,2023-11,0,0.0,397,246,22.4,8
信義路與建國南路口,大安區,121.537984,25.033613,2023,12,2023-12,0,0.0,396,245,18.8,8
辛亥路與基隆路口,大安區,121.546794,25.019411,2022,06,2022-06,0,0.0,397,254,28.1,15
辛亥路與基隆路口,大安區,121.546794,25.019411,2022,07,2022-07,0,0.0,400,256,30.8,10
辛亥路與基隆路口,大安區,121.546794,25.019411,2022,08,2022-08,0,0.0,400,256,30.6,10
辛亥路與基隆路口,大安區,121.546794,25.019411,2022,09,2022-09,1,1.0,402,256,27.3,15
辛亥路與基隆路口,大安區,121.546794,25.019411,2022,10,2022-10,0,0.0,401,256,24.2,20
辛亥路與基隆路口,大安區,121.546794,25.019411,2022,11,2022-11,0,0.0,399,254,23.6,5
辛亥路與基隆路口,大安區,121.546794,25.019411,2022,12,2022-12,1,1.0,396,252,16.6,18
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,01,2023-01,0,0.0,395,251,17.0,10
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,02,2023-02,0,0.0,394,250,17.5,7
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,03,2023-03,0,0.0,394,249,20.0,7
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,04,2023-04,0,0.0,394,248,22.6,9
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,05,2023-05,0,0.0,394,248,25.8,13
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,06,2023-06,2,3.0,395,247,28.8,13
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,07,2023-07,0,0.0,395,247,30.4,13
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,08,2023-08,1,1.0,400,247,29.7,16
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,09,2023-09,0,0.0,396,247,29.0,12
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,10,2023-10,0,0.0,396,246,25.3,10
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,11,2023-11,1,1.0,397,246,22.4,8
辛亥路與基隆路口,大安區,121.546794,25.019411,2023,12,2023-12,0,0.0,396,245,18.8,8
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2022,06,2022-06,0,0.0,773,594,28.1,15
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2022,07,2022-07,1,1.0,776,596,30.8,10
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2022,08,2022-08,0,0.0,778,596,30.6,10
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2022,09,2022-09,0,0.0,781,597,27.3,15
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2022,10,2022-10,0,0.0,780,597,24.2,20
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2022,11,2022-11,0,0.0,776,593,23.6,5
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2022,12,2022-12,0,0.0,772,589,16.6,18
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,01,2023-01,0,0.0,770,587,17.0,10
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,02,2023-02,1,1.0,768,585,17.5,7
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,03,2023-03,0,0.0,767,583,20.0,7
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,04,2023-04,0,0.0,766,581,22.6,9
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,05,2023-05,0,0.0,766,581,25.8,13
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,06,2023-06,0,0.0,767,579,28.8,13
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,07,2023-07,0,0.0,766,578,30.4,13
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,08,2023-08,1,1.0,773,579,29.7,16
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,09,2023-09,0,0.0,768,579,29.0,12
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,10,2023-10,0,0.0,747,577,25.3,10
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,11,2023-11,0,0.0,731,575,22.4,8
市民大道與敦化南路口 ,大安區、松山區,121.549172,25.044816,2023,12,2023-12,0,0.0,727,574,18.8,8
忠孝東路與基隆路口,信義區,121.564334,25.041205,2022,06,2022-06,0,0.0,306,372,28.1,15
忠孝東路與基隆路口,信義區,121.564334,25.041205,2022,07,2022-07,0,0.0,305,372,30.8,10
忠孝東路與基隆路口,信義區,121.564334,25.041205,2022,08,2022-08,0,0.0,306,372,30.6,10
忠孝東路與基隆路口,信義區,121.564334,25.041205,2022,09,2022-09,0,0.0,305,372,27.3,15
忠孝東路與基隆路口,信義區,121.564334,25.041205,2022,10,2022-10,0,0.0,304,372,24.2,20
忠孝東路與基隆路口,信義區,121.564334,25.041205,2022,11,2022-11,0,0.0,303,371,23.6,5
忠孝東路與基隆路口,信義區,121.564334,25.041205,2022,12,2022-12,0,0.0,302,369,16.6,18
忠孝東路與基隆路口,信義區,121.564334,25.041205,2023,01,2023-01,0,0.0,300,368,17.0,10
忠孝東路與基隆路口,信義區,121.564334,25.041205,2023,02,2023-02,0,0.0,300,367,17.5,7
忠孝東路與基隆路口,信義區,121.564334,25.041205,2023,03,2023-03,0,0.0,299,367,20.0,7
忠孝東路與基隆路口,信義區,121.564334,25.041205,2023,04,2023-04,0,0.0,298,366,22.6,9
忠孝東路與基隆路口,信義區,121.564334,25.041205,2023,05,2023-05,0,0.0,297,365,25.8,13
忠孝東路與基隆路口,信義區,121.564334,25.041205,2023,06,2023-06,0,0.0,297,364,28.8,13
忠孝東路與基隆路口,信義區,121.564334,25.041205,2023,07,2023-07,0,0.0,296,364,30.4,13
